Datetime,symbol,Close,Shares,Cash,Portfolio_Value,buy_rise_pct,sell_drop_pct
2026-05-13T20:00:00+00:00,AAPL,298.68,3.409710870711418,0.0,1018.4124428640864,1.0,6.5
2026-05-13T20:00:00+00:00,AMD,445.21,2.197802197802198,0.0,978.4835164835164,1.5,6.5
2026-05-13T20:00:00+00:00,GOOG,398.8,2.518447582427126,0.0,1004.356895871938,7.000000000000001,11.0
2026-05-13T20:00:00+00:00,MSFT,404.11,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T20:00:00+00:00,NVDA,226.28,4.646624082538836,0.0,1051.4380973968878,11.5,2.5
2026-05-13T20:00:00+00:00,SMH,572.46,1.7650381324293545,0.0,1010.4137292905084,1.0,11.0
2026-05-13T19:30:00+00:00,ZSP.TO,111.73999786376952,9.114108538774875,0.0,1018.4104686528682,1.0,1.5
2026-05-13T21:00:00+00:00,AAPL,298.56,3.409710870711418,0.0,1018.003277559601,1.0,6.5
2026-05-13T21:00:00+00:00,AMD,444.5,2.197802197802198,0.0,976.923076923077,1.5,6.5
2026-05-13T21:00:00+00:00,GOOG,398.92,2.518447582427126,0.0,1004.6591095818292,7.000000000000001,11.0
2026-05-13T21:00:00+00:00,MSFT,404.5601,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T21:00:00+00:00,NVDA,226.5808,4.646624082538836,0.0,1052.8358019209156,11.5,2.5
2026-05-13T21:00:00+00:00,SMH,572.46,1.7650381324293545,0.0,1010.4137292905084,1.0,11.0
2026-05-13T22:00:00+00:00,AAPL,298.68,3.409710870711418,0.0,1018.4124428640864,1.0,6.5
2026-05-13T22:00:00+00:00,AMD,445.12,2.197802197802198,0.0,978.2857142857144,1.5,6.5
2026-05-13T22:00:00+00:00,GOOG,399.4,2.518447582427126,0.0,1005.8679644213942,7.000000000000001,11.0
2026-05-13T22:00:00+00:00,MSFT,404.56,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T22:56:00+00:00,NVDA,227.345,4.646624082538836,0.0,1056.3867520447918,11.5,2.5
2026-05-13T22:00:00+00:00,SMH,575.0,1.7650381324293545,0.0,1014.8969261468789,1.0,11.0
2026-05-13T23:00:00+00:00,AAPL,298.56,3.409710870711418,0.0,1018.003277559601,1.0,6.5
2026-05-13T23:00:00+00:00,AMD,446.4,2.197802197802198,0.0,981.0989010989013,1.5,6.5
2026-05-13T23:00:00+00:00,GOOG,400.0,2.518447582427126,0.0,1007.3790329708504,7.000000000000001,11.0
2026-05-13T23:00:00+00:00,MSFT,404.2001,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-13T23:00:00+00:00,NVDA,227.78,4.646624082538836,0.0,1058.408033520696,11.5,2.5
2026-05-13T23:00:00+00:00,SMH,575.3,1.7650381324293545,0.0,1015.4264375866076,1.0,11.0
2026-05-14T09:00:00+00:00,AAPL,299.0228,3.409710870711418,0.0,1019.5812917505664,1.0,3.5
2026-05-14T09:00:00+00:00,AMD,439.07,0.0,964.989010989011,964.989010989011,1.5,5.0
2026-05-14T09:00:00+00:00,GOOG,398.4351,2.518447582427126,0.0,1003.4379143491102,1.0,3.0
2026-05-14T09:00:00+00:00,MSFT,406.39,0.0,981.8198385946108,981.8198385946108,1.0,1.5
2026-05-14T09:00:00+00:00,NVDA,230.25,4.646624082538836,0.0,1069.885195004567,1.5,4.5
2026-05-14T09:00:00+00:00,SMH,570.7,1.7650381324293545,0.0,1007.3072621774328,1.0,3.0
2026-05-14T12:00:00+00:00,AAPL,300.4012,3.409710870711418,0.0,1024.2812372147548,1.0,3.5000000000000004
2026-05-14T12:01:00+00:00,AMD,437.35,0.0,964.989010989011,964.989010989011,1.5,5.0
2026-05-14T12:00:59+00:00,GOOG,398.11,2.518447582427126,0.0,1002.6191670400632,1.0,3.0
2026-05-14T12:00:00+00:00,MSFT,406.1078,0.0,981.8198385946108,981.8198385946108,1.0,1.5
2026-05-14T12:00:00+00:00,NVDA,230.275,4.646624082538836,0.0,1070.0013606066304,1.5,4.5
2026-05-14T12:00:37+00:00,SMH,571.7185,1.7650381324293545,0.0,1009.1049535153118,1.0,3.0
2026-05-14T14:30:00+00:00,AAPL,297.70001220703125,3.409710870711418,0.0,1015.0709678332364,1.0,3.5000000000000004
2026-05-14T14:30:00+00:00,AMD,450.6028137207031,2.1415512322724632,0.0,964.989010989011,1.5,5.0
2026-05-14T14:30:00+00:00,GOOG,393.8399963378906,2.518447582427126,0.0,991.8653866402688,1.0,3.0
2026-05-14T14:30:00+00:00,MSFT,407.3710021972656,2.4101367875938644,0.0,981.8198385946108,1.0,1.5
2026-05-14T14:30:00+00:00,NVDA,235.1000061035156,4.646624082538836,0.0,1092.4213501656232,1.5,4.5
2026-05-14T14:30:00+00:00,SMH,580.25,1.7650381324293545,0.0,1024.163376342133,1.0,3.0
2026-05-14T14:30:00+00:00,ZSP.TO,112.5,9.114108538774875,0.0,1025.3372106121735,1.0,1.5
